0 : 1111011011111010100111110001111110000011 -> 24
1 : 1111100000000010111101110001111100010001 -> 25
2 : 1111100000000010111101110001111100010001 -> 25
3 : 1111001011110010101011110100001001001111 -> 27
4 : 1000111111111001111100000000111100010001 -> 29
5 : 1000111111111001111100000000111100010001 -> 29
6 : 1000111111111001111100000000111100010001 -> 29
7 : 1000111111111001111100000000111100010001 -> 29
8 : 0101111100001111111111111111001111111000 -> 31
9 : 0101111100001111111111111111001111111000 -> 31
10 : 0001000011111111111111110100111111110101 -> 32
11 : 1111111100000101010011111111111111110000 -> 33
12 : 1111000000001111000000101111000011111111 -> 34
13 : 1111000000001111000000101111000011111111 -> 34
14 : 1111111111111111111111111111111111011111 -> 36
15 : 1111111111111111111111111111111111111111 -> 40
El mejor es:
	 1111111111111111111111111111111111111111 -> 40 Fitness: 40


	Time: 0.417455

	Evaluaciones: 8705
