0 : 0000111100000000010000011111110000101100 -> 25.2332147769157
1 : 0000111100000000010000011111110000101100 -> 25.983377790773
2 : 0011111111110000000001111000001011110001 -> 25.687218905537
3 : 0001011011110101111100000100010111111111 -> 26.6185350383096
4 : 0001011011110101111100001111100111111111 -> 29.2624729345676
5 : 0001011011110101111100001111100111111111 -> 29.8633365641094
6 : 0000001011110100111100010001000011111111 -> 32.1262396794558
7 : 0000001011110100111100010001000011111111 -> 30.6542854360787
8 : 0000111100000000010000011111111111111000 -> 32.2798429682748
9 : 0011111111110100010111111111111100001111 -> 32.3888839157504
10 : 1111111111110101111100001111010111111111 -> 32.9990606346452
11 : 1111111111110101111100001111010111111111 -> 33.6683936617538
12 : 1111111111110000111111111111011000001111 -> 35.1028965180397
13 : 1111000111110000111110001111111111111111 -> 36.1350032285081
14 : 1111111111110000111111111111011000001111 -> 36.0189833592518
15 : 1111111111111111011000001111111111111111 -> 39.092944280076
16 : 1111111111111111111111111111010011111111 -> 37.6103493870753
17 : 1111111111111111111111111111111111111111 -> 40.8812360884664
El mejor es:
	 1111111111111111111111111111111111111111 -> 40.8812360884664 Fitness: 40.8812360884664


	Time: 0.585066

	Evaluaciones: 18450
