Generación 0  
	0101111001001100100000000000100110100010 -> 20
	1111101010000001111110011111110101000010 -> 20
	1011011000101001000011111111001111110101 -> 20
	0110111111111111101010010010010010011011 -> 20
	1001000011110001100010001001010011000001 -> 20
	1100111111111101001100011001000000100000 -> 20
	0000101101011111111111110111111101101110 -> 20
	0000010011111000111100011000111011011111 -> 20
	1100011000000000001011011111111101110001 -> 20
	1000111110110101000001110001000011111010 -> 20
	1101011001001111000000000010110010000001 -> 20
	0011001110010000111110001111001010111001 -> 20
	0011111101000010111100000101111100000101 -> 20
	0000100110101010011010011110000000100100 -> 20
	1111001010100000111001100100111100101110 -> 20
	0110001101001000111111110110101000110011 -> 20
	1001001111111100000000000010111000101001 -> 20
	1111001101001110001100011111001001100111 -> 20
	1111101110100000010111000100010001011000 -> 20
	0001111100111111001001000011110111011111 -> 20
	1111010010100001111111110011010100011111 -> 20
	1001100000100001111110101110111110001100 -> 20
	0001000000101101110000001000001010000100 -> 20
	0011111111001101101001110110000000000000 -> 20
	1101111110000010101001000000000010101001 -> 20
	1011001000011010100000101110010011111111 -> 20
	1000100011110000100110010100100100000110 -> 20
	0011000100001100111101111010100101000010 -> 20
	0010011011000000001110111000111100000100 -> 20
	1111011010001000101010000010011011111111 -> 20
	0010010000101000100000100110111101001111 -> 20
	0110001000111111001111111100100010011000 -> 20
	0010011100011111111110001111111111010001 -> 20
	1111110000000101100100000000101001001000 -> 20
	0000111101100001101001011111101111110101 -> 20
	1111111110000101101101000101100001010010 -> 20
	1111010000111111111100100101000101101111 -> 20
	1111111011111000111000010001111101001110 -> 20
	1111111001010110101000011011001000001000 -> 20
	1111000111101001001000111000000000100000 -> 20
	1101010010001000111101001110000001000000 -> 20
	1001111111111110010110000101010100010011 -> 20
	0110101011001111000011111101100110011101 -> 20
	1010101011111111101010000100101011010101 -> 20
	1111100111000011101101100000000010000001 -> 20
	1001110101100000010001101000001000010000 -> 20
	0101111111111100110101011010000011110100 -> 20
	0001111011110011000111111110111101101101 -> 20
	0000000001101100001000001111000001001010 -> 20
	1001111100100100100011111010110011000010 -> 20
	1011010001111111011001001000111110011010 -> 20
	0100101001100100000000100100111111001101 -> 20
Generación 1  
	1011011000101001000011111111001111110101 -> 20
	1100111111111101001100011001000000100000 -> 20
	0000101101011111111111110111111101101110 -> 20
	0000010011111000111100011000111011011111 -> 20
	0011111101000010111100000101111100000101 -> 20
	1111010010100001111111110011010100011111 -> 20
	0001000000101101110000001000001010000100 -> 20
	0010010000101000100000100110111101001111 -> 20
	0010011100011111111110001111111111010001 -> 20
	1111110000000101100100000000101001001000 -> 20
	0000111101100001101001011111101111110101 -> 20
	1111111110000101101101000101100001010010 -> 20
	1111010000111111111100100101000101101111 -> 20
	1111111011111000111000010001111101001110 -> 20
	1101010010001000111101001110000001000000 -> 20
	0101111111111100110101011010000011110100 -> 20
	0000000001101100001000001111000001001010 -> 20
	0000000101010100100000010110010111110110 -> 20
	1100000100101101000011110001100010000100 -> 20
	1111100011001011000111000000001000100010 -> 20
	1100010000001101000000000011000011110100 -> 20
	0001011111110110111110011000000001010100 -> 20
	1010010011110001100000001011010001010110 -> 20
	1011010011111001100011000101000110000110 -> 20
	1110010011111001000001000111011011110001 -> 20
	1010010001111111100011001000010101000000 -> 20
	1111110000111100001000100000011010000001 -> 20
	1101000101100001101011110110101000101111 -> 20
	0111000001101100001000001111000001001010 -> 20
	0010011100011111111110001110000010000001 -> 20
	1001100000100001111110101111110010111100 -> 20
	1001000011110001101010001001010011000001 -> 20
	1111111110000111101000001101100001010010 -> 20
	1111111110000101101101000101101100101010 -> 20
	1111011110100101100011011011010111111111 -> 20
	1000001000000100111101100010011111000010 -> 20
	0000101000101011100010000111111100001100 -> 20
	1111100111000011101101100000100000100001 -> 20
	0011111101000010111100000101111100000101 -> 20
	0000010011111000111100011000111011000111 -> 20
Generación 2  
	1100111111111101001100011001000000100000 -> 20
	0000010011111000111100011000111011011111 -> 20
	0011111101000010111100000101111100000101 -> 20
	1111010010100001111111110011010100011111 -> 20
	0010011100011111111110001111111111010001 -> 20
	1111110000000101100100000000101001001000 -> 20
	1111010000111111111100100101000101101111 -> 20
	0101111111111100110101011010000011110100 -> 20
	0000000001101100001000001111000001001010 -> 20
	1100010000001101000000000011000011110100 -> 20
	0111000001101100001000001111000001001010 -> 20
	0010011100011111111110001110000010000001 -> 20
	0011111101000010111100000101111100000101 -> 20
	1000100011110000100110010100100100000110 -> 20
	1111011010001000101010000010011011111111 -> 20
	1001111100100100100011111010110011000010 -> 20
	0000101000101010000010000111111100001100 -> 20
	0001111100111111000001000011110111011111 -> 20
	1101111110000010101001000000000010101001 -> 20
	1011010010001000111101001110000001000000 -> 20
	0011111101000100001010100101111100000101 -> 20
	1111111110000101101101000101101100101010 -> 20
	1111101010000001111110011111110100000010 -> 20
	1111101010000001111110011111110101000010 -> 20
	0011111101001111111100000101111100000101 -> 20
Generación 3  
	1111010010100001111111110011010100011111 -> 20
	0010011100011111111110001111111111010001 -> 20
	1111010000111111111100100101000101101111 -> 20
	0000000001101100001000001111000001001010 -> 20
	0011111101000010111100000101111100000101 -> 20
	1111011010001000101010000010011011111111 -> 20
	0001111100111111000001000011110111011111 -> 20
	1111101010000001111110011111110100000010 -> 20
	1111101010000001111110011111110101000010 -> 20
	0011111101001111111100000101111100000101 -> 20
	1011011000101001000011111111001111110101 -> 20
	1111010011110011001010011111110100001011 -> 20
