Generación 0  
	1100100101100111000111110010011000011111 -> 20
	1111100100001000111001111100100010000101 -> 20
	1111010000001101111100110010000101001011 -> 20
	1111001001001100111111111111011011011010 -> 20
	0001010000101000011010001000111100100000 -> 20
	0010111111000110000001101110100100000011 -> 20
	1011001011111111010110111111010101001010 -> 20
	0101011011001111000001001000100010100101 -> 20
	1000001011010010010111110010100000001010 -> 20
	1000111111111110010010000110111011001110 -> 20
	1100101001000110001010010000110011101111 -> 20
	0101111111110001000010110100011111000001 -> 20
	1111111110101111101000111111100011010111 -> 20
	1111100000010001110010010001111111100110 -> 20
	1111010000000000000000110101111111101001 -> 20
	0001101111111111010111000001111001100000 -> 20
	0101000100000010010111011001001010101111 -> 20
	1100000100000100010010001010000101011000 -> 20
	0011111011111100101111000110001111111111 -> 20
	1010010111110000110111000000111100010011 -> 20
	1000000010010011000000010100111100010000 -> 20
	0000101101000100000010100010000100011100 -> 20
	0011110110000100111100000010111101000010 -> 20
	1010111111101101000000000011001011000000 -> 20
	1111100000111100101000011101111111110011 -> 20
	1111010100100010010100100000010000011000 -> 20
	0101001011111001000110000010000001000010 -> 20
	1111100101001000010100111111100000000101 -> 20
	1100001111110001011011110010101000001100 -> 20
	1100010011111011111101100000110010000010 -> 20
	0011000111111101000101011010111100100001 -> 20
	1100001011110110110010111111011111111110 -> 20
	0001111110001011111111010110010010101100 -> 20
	0001001001010100000000001110000000110111 -> 20
	1011110100010000100011110110011110000000 -> 20
	1111000000011101111100011000100110000010 -> 20
	0001011000110110011000010010100001000000 -> 20
	1101110010001111000011011000001001111001 -> 20
	1110000100001111010001110000000101001111 -> 20
	1100000101000000100101001001100000101000 -> 20
	1110100011111010001010000011010111111000 -> 20
	1111100010111011000000100000010001010001 -> 20
	0101000111111111000101001110110010111111 -> 20
	1111011101110000101010000001111111000000 -> 20
	0001011100100110001010000100000011010010 -> 20
	1111100001100000001011010000010111110000 -> 20
	1100111100010000110001010111011011110111 -> 20
	1111101011111101010010001010010010100110 -> 20
	0000000000000111001011110111000010000010 -> 20
	0001111111001111010011110101110011000011 -> 20
	1111100011100000000000001111100100100000 -> 20
	1011011000000010001000001111011110011111 -> 20
	1001000000011000111100101011110010000001 -> 20
	1000001111111010011011001000101100001111 -> 20
	0101000000001111010011011000100010000110 -> 20
	0001010001001111110010011111100011101111 -> 20
	1111100110000001011101101111001001100011 -> 20
	0000001001100110001100010100001000011010 -> 20
	0011001010100111100011110001111110110000 -> 20
	0000000111001000010010110001010000000011 -> 20
Generación 1  
