Generación 0  
	1111101001100000000011000101111100100100 -> 20
	1010100001100000000001010001011101001111 -> 20
	0011000011110100000111011111100100000011 -> 20
	1111100000111010111101101111101001100110 -> 20
	1000111111110001111111111000011000111100 -> 20
	1001111100100000000011101100001101011111 -> 20
	0000001010011110000100000110011100000001 -> 20
	0000111101000001001110011100111100010110 -> 20
	0000101101011111010100100100110000100101 -> 20
	0001111110001111101000100100110000001111 -> 20
	1101000011111010000100010101011110101111 -> 20
	1100111100111100110100100100111101111111 -> 20
	1000100011111000010000000100110110000001 -> 20
	1111100011001010010011100011111100011111 -> 20
	0010010111111001101001000010011011110000 -> 20
	1000111100001100010110101010111111110011 -> 20
	1111001111110011001000110110000010010110 -> 20
	1100011001101101111100001001001011111011 -> 20
	0010100110000101011111010000000000011111 -> 20
	0000000110010000111110010000100010000100 -> 20
	1000110001100100110010000100111110100001 -> 20
	1010010011000110011000000001000010111111 -> 20
	0000001100100101000000100010000011110101 -> 20
	0000101000100111000111111111111111010010 -> 20
	1010100100110011110011110000000000001101 -> 20
	1111111101010000010000010000110100111111 -> 20
	1111000011110100110000110000000011011001 -> 20
	0010011010101000111110010000111110000110 -> 20
	1110111101011100000001100001000111110101 -> 20
	1001010010100000010101010000011011110101 -> 20
	1000111111100100101011011111111100111110 -> 20
	1001110011111001000011110110111001100110 -> 20
	1010111101101111001000011010000001000110 -> 20
	0010000111001001111111010000110011110000 -> 20
	1100111100111111100111000100100000100011 -> 20
	0010011011001111011111110100001010100001 -> 20
	1010100000111000111001011001100011111111 -> 20
	0010001111110101100101011000000001000000 -> 20
	0110001000000110100000000100000001100001 -> 20
	1111101001001111000010001010001000000011 -> 20
	0010010011100110010011110100111100000100 -> 20
	0010100011110000001011010011000100010110 -> 20
	0001001010000010011100100010000010001000 -> 20
	0000100011000010011000010011101011110011 -> 20
	0101010001000100000000011111010100000110 -> 20
	0001000101110000111100110010010010111010 -> 20
	0110010011110111000010000000111000100000 -> 20
	0000010100010100000011001111000100001100 -> 20
	1100111100110110011101000011000011110111 -> 20
	1111111100000110100000111001100100010101 -> 20
	1010100100110000010011111110010011111111 -> 20
	1111110111010010000010110011000011111000 -> 20
Generación 1  
	0000111101000001001110011100111100010110 -> 20
	0001111110001111101000100100110000001111 -> 20
	0000000110010000111110010000100010000100 -> 20
	0000101000100111000111111111111111010010 -> 20
	1111111101010000010000010000110100111111 -> 20
	0010001111110101100101011000000001000000 -> 20
	0110001000000110100000000100000001100001 -> 20
	1111101001001111000010001010001000000011 -> 20
	0010010011100110010011110100111100000100 -> 20
	0010100011110000001011010011000100010110 -> 20
	1111100100111101010010000010011000001111 -> 20
	0010000011110101001001011111011111110010 -> 20
	1111010000010111111100001001001010001111 -> 20
	1010110011110000100100000010100100101100 -> 20
	1111111101000111011010001001101111001111 -> 20
	1000111111000110110111111111111111100101 -> 20
	1100111101010001111110011010111110100010 -> 20
	0010100011110000001011010011000110001010 -> 20
	1111101001001111010001111010001000000011 -> 20
	1001001001001111000010001010000110000100 -> 20
	1111000011110100110000110000000011011001 -> 20
	0010010011100100010011100010000100000100 -> 20
	0010010110000101101001000010011011110000 -> 20
Generación 2  
	0001111110001111101000100100110000001111 -> 20
	0000101000100111000111111111111111010010 -> 20
	1111111101010000010000010000110100111111 -> 20
	1111101001001111000010001010001000000011 -> 20
	0010010011100110010011110100111100000100 -> 20
	0010010110000101101001000010011011110000 -> 20
	0000001100100101000000100010000011110101 -> 20
	1111101001001111000010000110001000000011 -> 20
	1111100011001010010011100011111100011111 -> 20
	1010100101000100010000001111101010011111 -> 20
