0 : 1111000001100001000011011000000011110000 -> 25
1 : 1111000001100001000011011000000011110000 -> 25
2 : 1111111100100011000011111010101011110000 -> 27
3 : 1001010111111111010000111111111111110000 -> 28
4 : 1001010111111111010000111111111111110000 -> 28
5 : 1111111100110001011111111111000000001111 -> 29
6 : 1111010111111111010000011111111110000000 -> 30
7 : 0100000000000011111111111111111100101111 -> 31
8 : 0100000000000011111111111111111100101111 -> 31
9 : 0100000000000010111111111111111100101111 -> 32
10 : 0100000000000010111111111111111100101111 -> 32
11 : 0100000000000010111111111111111100101111 -> 32
12 : 0100000000000010111111111111111100101111 -> 32
13 : 1111001011110000111111111111100010001111 -> 33
14 : 0000111100011111111111111111000011111111 -> 36
15 : 1111000000011111111111111111111111111111 -> 37
16 : 1111000000011111111111111111111111111111 -> 37
17 : 1111000000011111111111111111111111111111 -> 37
18 : 1111111100011111111111111111111111111111 -> 38
19 : 1111111111111111111111111111111111110000 -> 39
20 : 1111111111111111111111111111111111110000 -> 39
21 : 1111111111111111111111111111111111110000 -> 39
22 : 1111111111111111111111111111111111111111 -> 40
El mejor es:
	 1111111111111111111111111111111111111111 -> 40 Fitness: 40


	Time: 0.630874

	Evaluaciones: 12289
