0 : 0010010010000100111100001111101010101010 -> 33.4162880558976
1 : 0110100000000110100011111111101000010000 -> 35.6394766489369
2 : 1001110001000000100011110000011111110100 -> 32.0707100892568
3 : 0000111111111111000011110010001110000001 -> 32.2698151170595
4 : 0000010011111001000011111111010010111100 -> 33.2015573176305
5 : 0100111111110110100011111111011000000100 -> 35.1620205974371
6 : 0001001111111111111111110100100011111001 -> 34.5803041046249
7 : 0000111111111111000011110010001110000001 -> 35.5469674113546
8 : 0000111111111111000011110010001110000001 -> 37.3023452814612
9 : 0000111111111111000011110010001111100001 -> 35.7880373402395
10 : 0001111110000000111111110000011001000000 -> 36.9483664150451
11 : 0000111111111111111101001100110011110011 -> 41.6959695582432
12 : 0101111110000010100011110000011001000000 -> 37.9563333907751
13 : 0101111111111110111111110001100011111111 -> 38.4933993927292
14 : 1111111111111111010110000010111100000000 -> 40.8001734044667
15 : 1111111100010000001011111111000011110000 -> 40.1501648130233
16 : 1111111100010000001011111111000011110000 -> 40.80745385537
17 : 0010111111111111001011110010111100000000 -> 41.1652448900865
18 : 0000100010001100111100011111000000001111 -> 42.8183364343496
19 : 0000001011111111100011110000001011111111 -> 49.6015965979533
20 : 1111111111111111111100000010111100000000 -> 43.9294357617971
21 : 0001001111111111111111110000111100000000 -> 44.7704885799774
22 : 1111111100010000000000101111000011110000 -> 45.7338250772076
23 : 1111111111111111111100000010111100000000 -> 43.6260090895654
24 : 0000111111111111000011110001111111111111 -> 45.2372480141633
25 : 0000111111111111000011110001111111111111 -> 47.1159748709932
26 : 1111111111111111111100000010111100000000 -> 44.7452550609099
27 : 1111111111111111111100000010111100001000 -> 47.5866508130303
28 : 1111111111111111111111111111000000111000 -> 45.1671394338239
29 : 0101111111111111111111111111111100000001 -> 47.4308983379556
30 : 1111111111111111111100001111000011110000 -> 47.4511326312972
31 : 0000111111111111111100000101111111111111 -> 49.2137558266598
32 : 0101000011111000111111111111000011111111 -> 47.1140454715055
33 : 1111111111111111111111111111111111111111 -> 48.8658721202333
El mejor es:
	 1111111111111111111111111111111111111111 -> 48.8658721202333 Fitness: 48.8658721202333


	Time: 1.125123

	Evaluaciones: 34850
