0 : 0100100000111111111100001111000000010110 -> 26
1 : 0100100000111111111100001111000000010110 -> 26
2 : 1111010011000000111100100100111111110010 -> 28
3 : 1111010011000000111100100100111111110010 -> 28
4 : 0100000010000110111111110000010011111111 -> 29
5 : 0000111111111111111100001111000000000011 -> 33
6 : 0000111111111111111100001111000000000011 -> 33
7 : 0000111111111111111100001111000000000010 -> 34
8 : 0000111111111111111100001111000000000010 -> 34
9 : 0000111111111111111100001111000000000010 -> 34
10 : 0000111111111111111100001111000000000010 -> 34
11 : 0000111111111111111100001111000000000010 -> 34
12 : 0000111111111111111100001111000000000010 -> 34
13 : 1111010011111111111111110000111111111111 -> 37
14 : 1111010011111111111111110000111111111111 -> 37
15 : 1111010011111111111111110000111111111111 -> 37
16 : 1111010011111111111111110000111111111111 -> 37
17 : 1111010011111111111111110000111111111111 -> 37
18 : 1111111111111111000011111111111111111111 -> 39
19 : 1111111111111111111111111111111111111111 -> 40
El mejor es:
	 1111111111111111111111111111111111111111 -> 40 Fitness: 40


	Time: 0.521483

	Evaluaciones: 10753
