Generación 0  
	0010100011000101101100001111000100011000 -> 20
	0010101000011111000110010001011000001110 -> 20
	1111111100100100010111111111000101110010 -> 20
	0000010000100011101011111111100010001100 -> 20
	1000001000010101110000101111011001101100 -> 20
	1100011000000100010100100000100000000000 -> 20
	1001000111110000011000000100001101000111 -> 20
	0000111000001100000100110000100100001101 -> 20
	1000010011110111111100100010101111000100 -> 20
	0000111100000001111111011001010110110110 -> 20
	0101111100000011000100001111110011101101 -> 20
	1100110011000001100001111100000011110001 -> 20
	0111000100100010001010000011001001011111 -> 20
	0110111110001111001000101101101010000010 -> 20
	1100100000000000111111111011011011001001 -> 20
	0011000000010001110100111000000010011000 -> 20
	1111010001010000100010010011001000010110 -> 20
	0010100010010010000001010100000010101111 -> 20
	1111010001010100010011100011000111001111 -> 20
	1111111110011111110101010100111101101101 -> 20
	0111010100110000111110000110010011110000 -> 20
	0001110011110101010101101111101110000000 -> 20
	1100111101001111011000000110101111011001 -> 20
	0110111111110011101010101110000001110101 -> 20
	1111001010000101110010001010111111111101 -> 20
	1010110001000100000010100001000000100000 -> 20
	1111011001000011101000011011100100001011 -> 20
	1111001111110111000011111111101010110011 -> 20
	0011111111111001010000001000111111111101 -> 20
	0001010011101110111110111111001001000011 -> 20
	0011111001100000111101001111011000100110 -> 20
	1111101001010000111111111101001010111000 -> 20
	0001000000100011001000011110000011111111 -> 20
	0110100101011001111111111001101100001111 -> 20
	0100110011110101110011101010011011110100 -> 20
	0101111000000000001011110100100111000101 -> 20
	0000011010000100100100010010110100000000 -> 20
	1111001100011101000100010011110111111101 -> 20
	0001100100110100000011110000111000000100 -> 20
	0100100110011111101011100000001100001000 -> 20
	1100110000001000000100000000000011000000 -> 20
	1111000011111101001110000001110000111100 -> 20
	0000010000001111110101001000010000011011 -> 20
	0010100100101100110000110000111110001000 -> 20
	0100111101001000100100010010001011010110 -> 20
	1000100101001111001111110010101110101100 -> 20
	0001011111111000111101111110000001101111 -> 20
	1111001000001111100110001001001110110010 -> 20
	1000111110001111001010110100110011110111 -> 20
	1111000100001000111101011111011100010111 -> 20
	0000000010010110100100110000001111111111 -> 20
	1111111101000110000100000000111000111000 -> 20
	0011000111110011010000000000001000101110 -> 20
	0001001001011101010011111010000100001000 -> 20
	0000011101111000111111000101000000000011 -> 20
	1001111111110010100011010010001000001000 -> 20
	0000010000111010000011001111010011111010 -> 20
	1001000011110101110000001100000000111011 -> 20
	0101010001010100001001010100100000010100 -> 20
	0101010000110001010011110010000001010010 -> 20
	0000001100001111111111111100110010011010 -> 20
	1000100011001111010001010100111100101010 -> 20
	0001000110010000111101101100100000001011 -> 20
	0000001010111000111110111111111111100111 -> 20
	0000000110000011000000101110010000101010 -> 20
	0010101001100100001001000010110000010010 -> 20
	0001101110011000100010111010000011110010 -> 20
	0111010001011000101010001000001100000001 -> 20
	1111111100111110001100100101010111111111 -> 20
	1001110001101111010111111000100111110011 -> 20
	0111100000110000101011111111100110000110 -> 20
	0010110000101111100100000011010000010000 -> 20
	0100000000001001110000110000010010000111 -> 20
	1010111101101001111111110001100101010101 -> 20
Generación 1  
	1111111100100100010111111111000101110010 -> 20
	0000010000100011101011111111100010001100 -> 20
	1100011000000100010100100000100000000000 -> 20
	1111111110011111110101010100111101101101 -> 20
	1111001010000101110010001010111111111101 -> 20
	1111001111110111000011111111101010110011 -> 20
	0011111111111001010000001000111111111101 -> 20
	0110100101011001111111111001101100001111 -> 20
	0001100100110100000011110000111000000100 -> 20
	1100110000001000000100000000000011000000 -> 20
	1111000100001000111101011111011100010111 -> 20
	0000000010010110100100110000001111111111 -> 20
	0000010000111010000011001111010011111010 -> 20
	0000001100001111111111111100110010011010 -> 20
	0100111101111110000011110010111111011100 -> 20
	1111111111111001010011100100011000001100 -> 20
	0000001100000000110010100000000011000110 -> 20
	1100000111111111000000000010001101010110 -> 20
	0101100000111011011010001000111111110100 -> 20
	1001100100011111010000001000011001111000 -> 20
	1000100011110000010001111110100001000000 -> 20
	1001010000010011001000100100001011111110 -> 20
	0010110000101111100101000001001100010000 -> 20
	0000011010000000000110011101001110000000 -> 20
	0000001100001111111111111100110011111010 -> 20
	0010100010010010000001010100000010100111 -> 20
	1111000100001000111101011111011100010111 -> 20
	0000000010011111000100100110111010000111 -> 20
	1111110111000101010111111000100111110011 -> 20
	1100110000001000000111111000100111110000 -> 20
	0001010010001111000100101010011110011111 -> 20
	1111001000001111100110001001001110110000 -> 20
	1111000101001100111101011111011100010111 -> 20
	0000010000111010000011001111010011111010 -> 20
	1001111111110010100011010010001000001100 -> 20
	1111001010000101110010001010111111111101 -> 20
	0000000010010110100100110000001111111011 -> 20
	0001011111111000111101111110000001101111 -> 20
	1111001000001111000001011001001110110000 -> 20
	1100100000000000111111111010100011001001 -> 20
Generación 2  
	0000010000100011101011111111100010001100 -> 20
	1100011000000100010100100000100000000000 -> 20
	1111001111110111000011111111101010110011 -> 20
	0011111111111001010000001000111111111101 -> 20
	0000000010010110100100110000001111111111 -> 20
	0000001100001111111111111100110010011010 -> 20
	1111111111111001010011100100011000001100 -> 20
	1100000111111111000000000010001101010110 -> 20
	0000001100001111111111111100110011111010 -> 20
	1100110000001000000111111000100111110000 -> 20
	0000010000111010000011001111010011111010 -> 20
	0000000010010110100100110000001111111011 -> 20
	0001000000100011001000011110000011111111 -> 20
	1001111111110010100011010010001000001000 -> 20
	1010001000000110000000001010100111111010 -> 20
	1100110000001000000100000000000011101100 -> 20
	0000010000111010000011001111010011111010 -> 20
	0000010000001111110101001000010000011011 -> 20
	0000010000001111110101001000010010011011 -> 20
	0001000000100011010111111110000011111111 -> 20
	1111001000000010001000100001001110110000 -> 20
	1111001111110111000011111111101010111011 -> 20
	1100110000001000000100011000000011101100 -> 20
	0000001100001111111111111100110010001010 -> 20
	1111111111111001010011100101000000001100 -> 20
	0010110000101111100100000011010000010000 -> 20
	1100110000001000000100000000000011110100 -> 20
Generación 3  
	0000010000100011101011111111100010001100 -> 20
	0011111111111001010000001000111111111101 -> 20
	0000001100001111111111111100110010011010 -> 20
	1111111111111001010011100100011000001100 -> 20
	0000001100001111111111111100110011111010 -> 20
	1100110000001000000111111000100111110000 -> 20
	0001000000100011010111111110000011111111 -> 20
	0000001100001111111111111100110010001010 -> 20
	1111111111111001010011100101000000001100 -> 20
	1100100000000000111111111010100011001001 -> 20
	0000010000111010000011001111010011111010 -> 20
	1111000101001100111101011111011011110111 -> 20
	1111111111111001010011100100011000101110 -> 20
	1111000100001000111101011111011100010111 -> 20
	0010110000101111100100000010110010000000 -> 20
	1001111111110010100000001110001000001100 -> 20
