0 : 0000110011110000100111000001111111110000 -> 27.12
1 : 0000110011110000100111000001111111110000 -> 27.42
2 : 0000110011110000100111000001111111110000 -> 26.11
3 : 0100111111110011000000000110000011110000 -> 29.16
4 : 0100111111110011000000000110000011110000 -> 28.47
5 : 0100111111110011000000000110000011110000 -> 28.84
6 : 0100111111110011000000000110000011110000 -> 28.89
7 : 0100111111110011000000000110000011110000 -> 28.87
8 : 0100111111110011000000000110000011110000 -> 28.59
9 : 0100111111110011000000000110000011110000 -> 28.62
10 : 0100111111110011000000000110000011110000 -> 28.38
11 : 0100111111110011000000000110000011110000 -> 28.36
12 : 0100111111110011000000000110000011110000 -> 28.38
13 : 0100111111110011000000000110000011110000 -> 28.41
14 : 0100111111110011000000000110000011110000 -> 28.44
15 : 0100111111110011000000000110000011110000 -> 28.4
16 : 0100111111110011000000000110000011110000 -> 28.29
17 : 0100111111110011000000000110000011110000 -> 28.3
18 : 0100111111110011000000000110000011110000 -> 28.29
19 : 0100111111110011000000000110000011110000 -> 28.22
20 : 0100111111110011000000000110000011110000 -> 28.26
21 : 0100111111110011000000000110000011110000 -> 28.33
22 : 0100111111110011000000000110000011110000 -> 28.33
23 : 0100111111110011000000000110000011110000 -> 28.39
24 : 0100111111110011000000000110000011110000 -> 28.3
25 : 0100111111110011000000000110000011110000 -> 28.2
26 : 0100111111110011000000000110000011110000 -> 28.2
27 : 0100111111110011000011110001111111110000 -> 28.3
28 : 0100111111110011000011110001111111110000 -> 28.5
29 : 0100111111110011000011110001111111110000 -> 28.53
30 : 0100111111110011000011110001111111110000 -> 28.67
31 : 0100111111110011000011110001111111110000 -> 28.77
32 : 0100111111110011000011110001111111110000 -> 28.88
33 : 0100111111110011000011110001111111110000 -> 28.95
34 : 0100111111110011000011110001111111110000 -> 28.99
35 : 0100111111110011000011110001111111110000 -> 29
36 : 0100111111110011000011110001111111110000 -> 29.08
37 : 0100111111110011000011110001111111110000 -> 29.13
38 : 0100111111110011000011110001111111110000 -> 29.21
39 : 0100111111110011000011110001111111110000 -> 29.29
40 : 0100111111110011000011110001111111110000 -> 29.31
41 : 0100111111110011000011110001111111110000 -> 29.39
42 : 0100111111110011000011110001111111110000 -> 29.4
43 : 0011010011111111001111110000001000000000 -> 29.7
44 : 0100111111110011000011110001111111110000 -> 29.45
45 : 0100111111110011000011110001111111110000 -> 29.52
46 : 0100111111110011000011110001111111110000 -> 29.55
47 : 0100111111110011000011110001111111110000 -> 29.6
48 : 0100111111110011000011110001111111110000 -> 29.67
49 : 0100111111110011000011110001111111110000 -> 29.74
50 : 0100111111110011000011110001111111110000 -> 29.77
51 : 0100111111110011000011110001111111110000 -> 29.76
52 : 0100111111110011000011110001111111110000 -> 29.8
53 : 0100111111110011000011110001111111110000 -> 29.85
54 : 0100111111110011000011110001111111110000 -> 29.86
55 : 0100111111110011000011110001111111110000 -> 29.89
56 : 0100111111110011000011110001111111110000 -> 29.9
57 : 0100111111110011000011110001111111110000 -> 29.92
58 : 0100111111110011000011110001111111110000 -> 29.93
59 : 0100111111110011000011110001111111110000 -> 29.96
60 : 0100111111110011000011110001111111110000 -> 29.99
61 : 1111000111111111000011111111000011110000 -> 31.08
62 : 1111000111111111000011111111000011110000 -> 31.32
63 : 1111000111111111000011111111000011110000 -> 31.84
64 : 1111000111111111000011111111000011110000 -> 32.34
65 : 1111000111111111000011111111000011110000 -> 32.57
66 : 1111000111111111000011111111000011110000 -> 33.03
67 : 1111000111111111000011111111000011110000 -> 33.18
68 : 1111000111111111000011111111000011110000 -> 33.36
69 : 1111000111111111000011111111000011110000 -> 33.69
70 : 1111000111111111000011111111000011110000 -> 33.8
71 : 1111000111111111000011111111000011110000 -> 33.89
72 : 1111000111111111000011111111000011110000 -> 33.85
73 : 1111000111111111000011111111000011110000 -> 33.97
74 : 1111000111111111000011111111000011110000 -> 34
75 : 1111000111111111000011111111000011110000 -> 34
76 : 1111000111111111000011111111000011110000 -> 33.99
77 : 1111000111111111000011111111000011110000 -> 33.98
78 : 1111000111111111000011111111000011110000 -> 34.03
79 : 1111000111111111000011111111000011110000 -> 34.01
80 : 1111000111111111000011111111000011110000 -> 34.11
81 : 1111000111111111000011111111000011110000 -> 34.13
82 : 1111000111111111000011111111000011110000 -> 34.17
83 : 1111000111111111000011111111000011110000 -> 34.24
84 : 1111000111111111000011111111000011110000 -> 34.26
85 : 1111000111111111000011111111000011110000 -> 34.28
86 : 1111000111111111000011111111000011110000 -> 34.3
87 : 1111000111111111000011111111000011110000 -> 34.36
88 : 1111000111111111000011111111000011110000 -> 34.38
89 : 1111000111111111000011111111000011110000 -> 34.4
90 : 1111000111111111000011111111000011110000 -> 34.45
91 : 1111000111111111000011111111000011110000 -> 34.44
92 : 1111000111111111000011111111000011110000 -> 34.43
93 : 1111000111111111000011111111000011110000 -> 34.43
94 : 1111000111111111000011111111000011110000 -> 34.43
95 : 1111000111111111000011111111000011110000 -> 34.46
96 : 1111000111111111000011111111000011110000 -> 34.49
97 : 1111000111111111000011111111000011110000 -> 34.51
98 : 1111000111111111000011111111000011110000 -> 34.53
99 : 1111000111111111000011111111000011110000 -> 34.58
100 : 1111000111111111000011111111000011110000 -> 34.61
101 : 1111000111111111000011111111000011110000 -> 34.6
102 : 1111000111111111000011111111000011110000 -> 34.58
103 : 1111000111111111000011111111000011110000 -> 34.58
104 : 1111000111111111000011111111000011110000 -> 34.56
105 : 1111000111111111000011111111000011110000 -> 34.58
106 : 1111000111111111000011111111000011110000 -> 34.59
107 : 1111000111111111000011111111000011110000 -> 34.62
108 : 1111000111111111000011111111000011110000 -> 34.61
109 : 1111000111111111000011111111000011110000 -> 34.6
110 : 1111000111111111000011111111000011110000 -> 34.6
111 : 1111000111111111000011111111000011110000 -> 34.61
