0 : 0000000001001010010000000001001011111000 -> 25.73
1 : 0000000001001010010000000001001011111000 -> 26.02
2 : 1111100100101001111101111111011000001111 -> 25.16
3 : 0000000001001010010000000001001011111000 -> 25.16
4 : 0000000001001010010000000001001011111000 -> 25.28
5 : 0000000001001010010000000001001011111000 -> 25.37
6 : 0000000001001010010000000001001011111000 -> 25.22
7 : 1110111111111111111111110001101100001000 -> 27.69
8 : 1110111111111111111111110001101100001000 -> 26.52
9 : 1110111111111111111111110001101100001000 -> 25.95
10 : 1110111111111111111111110001101100001000 -> 26.23
11 : 1110111111111111111111110001101100001000 -> 26.34
12 : 1110111111111111111111110001101100001000 -> 26.43
13 : 1110111111111111111111110001101100001000 -> 26.55
14 : 1110111111111111111111110001101100001000 -> 26.5
15 : 1110111111111111111111110001101100001000 -> 26.47
16 : 1110111111111111111111110001101100001000 -> 26.59
17 : 1110111111111111111111110001101100001000 -> 26.43
18 : 0001100011111111111111110100011111110010 -> 27.47
19 : 0001100011111111111111110100011111110010 -> 27.07
20 : 1111000000011010010110001111111100101111 -> 27.39
21 : 0001100011111111111111110100011111110010 -> 27.66
22 : 0001100011111111111111110100011111110010 -> 27.6
23 : 0001100011111111111111110100011111110010 -> 27.57
24 : 0001100011111111111111110100011111110010 -> 27.74
25 : 0001100011111111111111110100011111110010 -> 27.65
26 : 0001100011111111111111110100011111110010 -> 27.6
27 : 0001100011111111111111110100011111110010 -> 27.64
28 : 0001100011111111111111110100011111110010 -> 27.66
29 : 0001100011111111111111110100011111110010 -> 27.62
30 : 1111111100100000001100100000111100001000 -> 29.04
31 : 1111111100100000001100100000111100001000 -> 28.74
32 : 1111111100100000001100100000111100001000 -> 29.18
33 : 1111111100100000001100100000111100001000 -> 28.88
34 : 1111111100100000001100100000111100001000 -> 28.84
35 : 1111111100100000001100100000111100001000 -> 28.9
36 : 1111111100100000001100100000111100001000 -> 28.68
37 : 1111111100100000001100100000111100001000 -> 28.74
38 : 1111111100100000001100100000111100001000 -> 28.67
39 : 1000111111111011111101001111111111111100 -> 28.67
40 : 1111111100100000001100100000111100001000 -> 28.67
41 : 1000100011110000000100001111100000000000 -> 29
42 : 1000100011110000000100001111100000000000 -> 28.93
43 : 1000111111111011111101001111111111111100 -> 28.61
44 : 1000111111111011111101001111111111111100 -> 28.68
45 : 1000111111111011111101001111111111111100 -> 28.75
46 : 1000111111111011111101001111111111111100 -> 28.85
47 : 1000111111111011111101001111111111111100 -> 28.95
48 : 1000111111111011111101001111111111111100 -> 28.94
49 : 1000111111111011111101001111111111111100 -> 28.94
50 : 1000111111111011111101001111111111111100 -> 28.91
51 : 1000111111111011111101001111111111111100 -> 28.9
52 : 1000111111111011111101001111111111111100 -> 28.87
53 : 1000111111111011111101001111111111111100 -> 28.88
54 : 1111001011111111000011111111000010100000 -> 29.02
55 : 1111001011111111000011111111000010100000 -> 29.23
56 : 1111001011111111000011111111000010100000 -> 29.3
57 : 1111001011111111000011111111000010100000 -> 29.34
58 : 1111001011111111000011111111000010100000 -> 29.4
59 : 1111001011111111000011111111000010100000 -> 29.5
60 : 1111001011110001000011111111000010100000 -> 29.57
61 : 1111001011110001000011111111000010100000 -> 29.65
62 : 1111001011111111000011111111000010100000 -> 29.72
63 : 1111001011111111000011111111000010100000 -> 29.79
64 : 1111001011111111000011111111000010100000 -> 29.9
65 : 1111010111110000111111001111111100001111 -> 32
66 : 1111010111110000111111001111111100001111 -> 32.05
67 : 1111010111110000111111001111111100001111 -> 32.62
