Generación 0  
	0110100011110101000011001011111100010011 -> 40
	1010110001100010000010000000111110100001 -> 40
	1011110011001100111110101111010001001111 -> 40
	0100110011011111110001101111000010000100 -> 40
	1001000001101111000100100001011001011111 -> 40
	0100000011001001010100001000111110001011 -> 40
	0100001100000101001000001000011010100000 -> 40
	1000001100001010111111111000000001100110 -> 40
	1100111100110100000000010000011000001101 -> 40
	1000111011110100001000000010010100001111 -> 40
	1011110100100110101011110111000001011111 -> 40
	1001101000010001000000001111010110010000 -> 40
	0000011011011111010000111000111110001111 -> 40
	1000100000000011000000110001000011111100 -> 40
	1111110001100100100100101101111101000001 -> 40
	0100010100000010110011001111111110101010 -> 40
	0010001101101000001011000100111100000010 -> 40
	1100100100111001000110110000000001001111 -> 40
	0101111101111100000001000001111001001111 -> 40
	0000011000010101111110110111001100000000 -> 40
	0001010111011111110100001101111101101111 -> 40
	1110111101011011111100000100000010010100 -> 40
	0100111110011100100000001111010000110110 -> 40
	1011000000110001111111110100000100000000 -> 40
	1111010011001111111110011001010111010000 -> 40
	0000100010111111011011111111111000100000 -> 40
	0100111011110000101011110000101111001010 -> 40
Generación 1  
	1001101000010001000000001111010110010000 -> 40
	0000011011011111010000111000111110001111 -> 40
	1000100000000011000000110001000011111100 -> 40
	1110111101011011111100000100000010010100 -> 40
	0100111110011100100000001111010000110110 -> 40
	0111101011111000111110000010100010000110 -> 40
	0011111101001100100001001011111100011100 -> 40
	0001011101011111011001001111010000100010 -> 40
	0100111110101001000111110001010100100000 -> 40
	0000100000010100111100001000110100001010 -> 40
	1100001001101111000100100001011001011111 -> 40
	1000111011110100001000000010010100001111 -> 40
	1000100000000011000000110001000011111100 -> 40
	1001010001101111000100100001011001011111 -> 40
	1010110001100010000010000000111100100001 -> 40
	0000011011011111010000111000011000001111 -> 40
Generación 2  
	0100111110011100100000001111010000110110 -> 40
	0100111110101001000111110001010100100000 -> 40
	1000111011110100001000000010010100001111 -> 40
	1111111100110011000111101111111100010100 -> 40
	1001000001101111000100100001011001011111 -> 40
	1000111011110100001000000010010100001111 -> 40
	1011000000110001111111110100000100000000 -> 40
	0000100010111111011011111111111000100000 -> 40
	1011000000110001111111110100000100000000 -> 40
	0001000001001010100001011111111000100100 -> 40
	1001101000010001000000001111010110010000 -> 40
Generación 3  
	1111111100110011000111101111111100010100 -> 40
	1001000001101111000100100001011001011111 -> 40
	1000111011110100001000000010010100001111 -> 40
	0000100010111111011011111111111000100000 -> 40
	1000111011110100001000000010010100011111 -> 40
	1010000011111110010111001100001111111000 -> 40
	1011000000110001111111110100010100000000 -> 40
	1000111011110100001000000010010100011111 -> 40
Generación 4  
	1111111100110011000111101111111100010100 -> 40
	1011000000110001111111110100010100000000 -> 40
	1011000000110001111111110100000100000000 -> 40
	1011000000110001111111110100000100000000 -> 40
Generación 5  
	0100101011111111000000010010111100110100 -> 40
	1000111011110100001000000010010100011111 -> 40
	1111111101010101010111111111111101001101 -> 40
	0100101011111111000000010010111100110110 -> 40
Generación 6  
	0001000000010100111110001111000010011111 -> 40
	0000100010101111011011111111110010000000 -> 40
Generación 7  
	1111111101111111100000001011111100011000 -> 40
	0010111111110000110011110101111100101000 -> 40
	0000100010101111011011111100010100001000 -> 40
	1011000000111001111111110100010100000000 -> 40
Generación 8  
	1111111101010101010111111111111101001101 -> 40
	1111111101000000010111111111111101001101 -> 40
	1111111101000101010111111111111100000101 -> 40
	1111001011111000010111111111111100000101 -> 40
	1111111101010101010111111111111100010101 -> 40
	1111111101000101010111111111111100000101 -> 40
	1111100111110100001000001111000111000001 -> 40
	1111001011111000010111111111111100000101 -> 40
Generación 9  
	1111001011111000010111111111111100001101 -> 40
	1111111101010101010111111111111100000011 -> 40
	0010011000011000111100001111000011000000 -> 40
Generación 10  
	1111111101010101010111111111111100000011 -> 40
	0010111111110000110011110101111100101000 -> 40
	1111111101000101010111111111111100000101 -> 40
	1111001011111000010111111111111100000101 -> 40
	1111001011111000010111111111111100000101 -> 40
	1111111101000101010111111111111100000101 -> 40
	1111111101010101010111111111111100100100 -> 40
	1111111100010010111111111010000001100110 -> 40
	0010111111110000110011110101111111110100 -> 40
