Generación 0  
	0100010011111111000001110100010001001010 -> 64
	1111000000011011111100111001101011111000 -> 64
	0000001010001101111111111110101001100010 -> 64
	1100111111010000100000100001111100011111 -> 64
	0000111101111000110101010010000111110110 -> 64
	0010001111110010100011000000001111110100 -> 64
	1010000010101111000010101111101011110011 -> 64
	0100111110000010100001101100100100011111 -> 64
	0000111000101111111100100101111101100000 -> 64
	0011101100111111000010001111101000001100 -> 64
	0001000000011111100100000000001100110010 -> 64
	0000111100111001111000101101111111110010 -> 64
	0001111101101100010001011111000010001101 -> 64
	0000000110010001000000001100100000101111 -> 64
	1000100011000000000011110000011001100101 -> 64
	1111101011110000001000010001001001100100 -> 64
	1000100000011000000101010000100011000000 -> 64
	0011010000000000011000101000011111001111 -> 64
	1111010100000101101001101111100100011111 -> 64
	0100111111111111011001011101000000110110 -> 64
	1111011000011000000101101111110100111111 -> 64
	0001100000100011100110100001100011110111 -> 64
	0011000000101111111000010101001100101111 -> 64
Generación 1  
	0100010011111111000001110100010001001010 -> 64
	1100111111010000100000100001111100011111 -> 64
	0100111110000010100001101100100100011111 -> 64
	0000111000101111111100100101111101100000 -> 64
	0000000110010001000000001100100000101111 -> 64
	1111101011110000001000010001001001100100 -> 64
	1111010100000101101001101111100100011111 -> 64
	0101111110100100111101110101111110001111 -> 64
	0001111100000100111110100001100111110110 -> 64
	0010111110100011110100001111100011001000 -> 64
	1001100101111101111111111111010111111001 -> 64
	0101111110100100111101110101001001001111 -> 64
	1100111111010100100000100001111100011111 -> 64
	0110000011111111111101011111011011001000 -> 64
	0000000110010001000000001110100000101111 -> 64
	0001111100000100111110100001100111110110 -> 64
	0100111111111111011010011101111110100110 -> 64
Generación 2  
	0101111110100100111101110101111110001111 -> 64
	0001111100000100111110100001100111110110 -> 64
	1100111111010100100000100001111100011111 -> 64
	0100111111111111011010011101111110100110 -> 64
	1010000010101111000010101111101011110011 -> 64
Generación 3  
	0000111000101111111100100101111101100000 -> 64
	1111101011110000001000010010110111100100 -> 64
Generación 4  
	0101111110100100111101100001100011001111 -> 64
Generación 5  
	1000111110000010100000000011111100011111 -> 64
Generación 6  
	1100111111110000100000100001111100101111 -> 64
	1100111111110000110000101111100100011111 -> 64
	1100111111110000100000100001111100101111 -> 64
Generación 7  
	1100111111110000100000000001111100101111 -> 64
Generación 8  
	1100111111110000100000000001111100101111 -> 64
Generación 9  
Generación 10  
	1000111111110000110000000001111100101111 -> 64
Generación 11  
Generación 12  
	0100111111110000000000101001111100101111 -> 64
	0100111111110000000000101001111100101111 -> 64
	1101111111110000000000000001111100101111 -> 64
Generación 13  
Generación 14  
	0000111111111000000000010100111100011111 -> 64
Generación 15  
	1111111111110010100000001111000011111100 -> 64
	1111111111110010100000001111000011111100 -> 64
Generación 16  
Generación 17  
Generación 18  
Generación 19  
	1111111111110010100000001111000011111100 -> 63
Generación 20  
Generación 21  
	1000111100001100111111110000000011111111 -> 64
	1000111111110000000000001111111100001111 -> 64
	1100111111110000001011110000111100001111 -> 64
	1111100011110000000000101111000011111111 -> 64
	1111100011110000000000101111000011111111 -> 64
Generación 22  
	1111111111110000000000001111000011111100 -> 64
Generación 23  
	1000111100001100111111110000000011111111 -> 64
	1111100011110000000000101111000011111111 -> 64
	1111100011110000100000101111000011111111 -> 64
	1111100011110000000000101111000011111111 -> 64
	0000111100001111111111111000111111110010 -> 64
	1111111111110000111100000100000000101111 -> 64
	1111111111110000000000001111000011111110 -> 64
Generación 24  
	1111111111110000111100000101111100101111 -> 64
	1000111111110000000000001111111100001111 -> 64
Generación 25  
Generación 26  
	1000111111110000010000001111111100001111 -> 64
Generación 27  
	1111100011110000000000101111000011111111 -> 63
	1000111111110000001101000000111100001111 -> 63
Generación 28  
Generación 29  
	1000111111110000010000001111111100001111 -> 63
Generación 30  
Generación 31  
Generación 32  
	1111111111111111111100001111111111111100 -> 64
	1111111111111111111100001111111111111100 -> 64
Generación 33  
Generación 34  
	0000111111111111000000000000111111111111 -> 64
	1111111111111111111100001111111111111100 -> 64
	1111111111111111111100001111111111111100 -> 64
Generación 35  
Generación 36  
	1111111111110000111111110000000011111111 -> 64
	1111111111111111000011110000000011111111 -> 64
	1111111111111111000011111111111111111111 -> 64
	1111111111111111111100001111111111111100 -> 64
Generación 37  
Generación 38  
	1111111111111111111111111111000111111111 -> 64
	1111111111111111111111111111000111111111 -> 64
	1111111111111111111111111111000111111111 -> 64
	1111111111111111111111111111000111111111 -> 64
	1111111111111111111111111101000111111111 -> 64
Generación 39  
	1111111111111111111111111111000111111111 -> 64
	1111111111111111111111111111000111111111 -> 64
	0000111111111111111100000000111111111111 -> 64
Generación 40  
	1111111111111111111111111111000111111111 -> 64
	1111111111111111111111111111000111111111 -> 64
	1111111111111111111111111111000111111111 -> 64
	1111111111110000111111111111100011111111 -> 64
	1111111111110000111111111111000111111111 -> 64
	1111111111111111111101001111111111111111 -> 64
Generación 41  
	1111111111111111111111111111000111111111 -> 64
	1111111111111111111111111111000111111111 -> 64
	1111111111110000111100001111111111111111 -> 64
Generación 42  
	1111111111111111111111111111000111111111 -> 64
Generación 43  
	1111111111111111111111111111000111111111 -> 64
	1111111111110000111111111111000011111111 -> 64
Generación 44  
El mejor es:
	 1111111111111111111111111111111111111111 -> 64 Fitness: 64


	Time: 219.238845

	Evaluaciones: 51200
