Generación 0  
	0100010001000010100000001111100000011010 -> 20
	0000011010100000000100001010111100001111 -> 20
	0100110000000010011111110011010100001000 -> 20
	1111000111010110000100100001000011011110 -> 20
	0101000110101000111101001111101001110110 -> 20
	1110001101010001111111110010010110001100 -> 20
	1111111010010000001000000000111101110000 -> 20
	1000110100101111001100010010111100010001 -> 20
	0000100000100111010111001001000000011111 -> 20
	0000011010100011110100001111000001010000 -> 20
	1101001010101111011011000001000000100000 -> 20
	1111111110010111011100101001101001001100 -> 20
	1111100001000111000001000001011010111111 -> 20
	0001010000011111000010001110010111000011 -> 20
	1001100001011001111111111111010100101100 -> 20
	1010111100100010110001000111111110000010 -> 20
	0110111111101000101111111000100000100100 -> 20
	1100000100100100100001001111011001001000 -> 20
	0000010110101111010011001111100010110001 -> 20
	0011100010110110100001010010111111110100 -> 20
	0011111110000111010011110010100011101000 -> 20
	0000000000010000011110111111000010010001 -> 20
	0010111101101000001111110110011100101101 -> 20
	1111000001000000011111110101001110001000 -> 20
	1100001000000001000000010010010100000000 -> 20
	0000011011110010000000111100010111011000 -> 20
	1110110011101111111110001001000011001101 -> 20
	0110101000100110100001111000100111111111 -> 20
	1111111101100101110011111111110111011111 -> 20
	1011001011110001010010000110111101010010 -> 20
	0001110010101111101110000010010101001111 -> 20
	1111100100010001101001100110011111110100 -> 20
	1100000001001010101001001111110001010010 -> 20
	1101111100100000111111101001110000000001 -> 20
	0001011011111001001001000111001100000011 -> 20
	1111001111000000001111010100000000110000 -> 20
	0000001100110000101010001000111111101000 -> 20
	0011100011000011100010001111010101101111 -> 20
	0010011000101111110000000000100111100100 -> 20
	1011110011001111111110011111110101111010 -> 20
	0000100011010011100100000000000000000111 -> 20
	1010010000111111010000001111010111100010 -> 20
	0110100011111000111111001000010001010101 -> 20
	1111101110000101111101110111000001100011 -> 20
	1000010011111111010100101111000111010101 -> 20
	1001111100110100001110111010111111110010 -> 20
	1111110100001010010010110100010111110010 -> 20
	0010111100110001100001011100000000100100 -> 20
	0111000001110001000111111000111000000000 -> 20
	0100010010000010001011101111001100111000 -> 20
	1111110011111111001100111001001000000111 -> 20
	0000100000011100100111001000111111111110 -> 20
	1100101000110100111111111000100111110110 -> 20
	1000111100010110000110110000110000000010 -> 20
	1010010011101111010011111000110001001110 -> 20
Generación 1  
	1111111010010000001000000000111101110000 -> 20
	0000011010100011110100001111000001010000 -> 20
	1001100001011001111111111111010100101100 -> 20
	1010111100100010110001000111111110000010 -> 20
	1100000100100100100001001111011001001000 -> 20
	0000000000010000011110111111000010010001 -> 20
	1100001000000001000000010010010100000000 -> 20
	0000011011110010000000111100010111011000 -> 20
	1111111101100101110011111111110111011111 -> 20
	1011001011110001010010000110111101010010 -> 20
	1111100100010001101001100110011111110100 -> 20
	1101111100100000111111101001110000000001 -> 20
	1001111100110100001110111010111111110010 -> 20
	1111000000011001000000000001100100111100 -> 20
	1100100110101111000011110101100001100001 -> 20
	0000100011000011101000000101000000001110 -> 20
	0101100111010000110001111111111100010000 -> 20
	1001111111000001110000100011010111110000 -> 20
	1001000111111111110110001111101100001010 -> 20
